"제주특별자치도","계","60~64세",5612
"읍부","계","50~54세",736
"읍부","계","55~59세",1237
"읍부","계","60~64세",1422
"면부","계","50~54세",186
"면부","계","55~59세",322
"면부","계","60~64세",383
"동부","계","50~54세",2249
"동부","계","55~59세",3231
"동부","계","60~64세",3807
"제주시","계","50~54세",2253
"제주시","계","55~59세",3319
"제주시","계","60~64세",3839
"서귀포시","계","50~54세",918
"서귀포시","계","55~59세",1471
"서귀포시","계","60~64세",1773
