,category,dev,dev_category,dev_loc,explain,org,purpose,regis_day,service,service_category,service_start,title
471,모바일앱 ( 안드로이드 ),이율전,기타,강원도,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 불어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 독어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 번체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 중문 간체로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 일문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 노어로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 서어로 제공한다.']","['한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사', '한국관광공사']",한국관광공사의 데이터를 활용하여 관광정보를 제공합니다.,2017-04-06,"['불어 관광정보 서비스', '독어 관광정보 서비스', '국문 관광정보 서비스', '중문 번체 관광정보 서비스', '중문 간체 관광정보 서비스', '영문 관광정보 서비스', '일문 관광정보 서비스', '노어 관광정보 서비스', '서어 관광정보 서비스']",분류 : 문화관광,2017-03-30,Travel Korea
472,모바일앱 ( 안드로이드 ),써드아이시스템,중소기업 및 종사자,서울특별시,"['전국 박물관미술관 정보(휴관일, 관람시간, 관람료 등)를 제공합니다. 공공데이터 개방 표준데이터 속성정보(표현형식/단위 등)는 행정자치부에서 고시한 [공공데이터 개방 표준]을 참고하시기 바랍니다.']",['공공데이터활용지원센터'],박물관 공공데이터를 활용하여 교육정보를 제공합니다.,2017-04-06,['전국박물관미술관정보표준데이터'],분류 : 문화관광,2017-01-09,박물관 교육
473,모바일앱 ( 안드로이드 ),써드아이시스템,중소기업 및 종사자,서울특별시,"['한국사의 인물, 사건 등을 기반으로 한 역사정보를 LOD 방식 제공, 2014년 구축분_인물', '한국사의 인물, 사건 등을 기반으로 한 역사정보를 LOD 방식 제공, 2014년 구축분_인물']","['교육부 국사편찬위원회', '교육부 국사편찬위원회']",국사편찬위원회의 한국사데이터를 활용하여 역대 왕 관련 국사 정보를 제공합니다.,2017-04-06,"['한국사 분야별 역사정보 LOD', '한국사 인물 LOD']",분류 : 교육,2016-10-03,역대 왕 계보
474,모바일앱 ( 안드로이드 ),한만섭,기타,충청남도,"['한국공항공사에서 제공하는 항공코드정보,국내선 운항스케줄,국제선 운항스케줄, 실시간 운항정보', '공항별 여객 항공기 출발 조회일로부터 +6일간 운항정보 현황조회 공항별 여객 항공기 도착 조회일로부터 +6일간 운항정보 현황조회', '국문 여객편 운항 현황-도착 조회', '국문 여객편 운항 현황-출발 조회', '공항주차장 주차현황 정보 API서비스']","['한국공항공사', '인천국제공항공사', '인천국제공항공사', '인천국제공항공사', '한국공항공사']",한국공항공사의 공공데이터를 활용하여 항공기 운항정보를 제공합니다.,2017-04-04,"['항공기 운항정보', '[인천공항]여객편 주간 운항현황', '[인천공항] 여객편 도착현황 (국문)', '[인천공항] 여객편 출발현황 (국문)', '실시간 공항주차정보서비스']",분류 : 교통물류,2017-03-30,항공편 실시간 출도착 정보
475,모바일앱 ( 안드로이드 ),BUT SOFT,기타,서울특별시,"['출/도착지 고속버스터미널 코드를 기준으로 현재 운행중인 고속버스의 위치 및 도착시간을 조회하는 고속버스도착정보 서비스', '전국 고속버스 정보를 고속버스정보, 고속버스 배차/잔여석 정보, 고속버스 요금정보 테이블을 활용하여 제공한다.\n고속버스 정보는 출/도착지 기반, 버스등급목록, 고속버스 터미널 목록정보를 조회할 수 있다.', '전국 및 지방자치단체 시내버스의 실시간 위치정보를 버스 노선별, 노선 정류소별로 조회한다.\n시내버스 정류장정보, 노선정보, 도착예정정보, 노선운행정보, 위치정보 테이블에 실시간 정보로 제공된다.', '전국 시외버스 정보를 시외버스정보, 시외버스 배차/잔여석 정보, 시외버스 요금정보 테이블을 활용하여 제공한다. 시외버스 정보는 출/도착지 기반, 버스등급목록, 시외버스 터미널 목록 및 터미널별 시외버스 목록정보를 조회할 수 있다.', '국내 항공운항정보에 대해 항공기정보, 항공사정보, 운임정보 등을 조회할 수 있다. 항공운항정보는 항공운항정보 목록, 공항목록, 항공사 목록조회가 가능하다.', 'KTX를 포함한 열차 착발정보, 열차정보를 조회할 수 있다.\n열차정보는 출/도착지 기반, 차량 종류 목록, 시도별 기차역 목록 조회가 가능하다.']","['국토교통부', '국토교통부', '국토교통부', '국토교통부', '국토교통부', '국토교통부']",국토교통부의 데이터를 활용하여 국내 교통관련 정보를 제공합니다.,2017-04-04,"['고속버스도착정보 서비스', '고속버스정보 서비스', '버스위치정보조회서비스', '시외버스정보 서비스', '국내항공운항정보 서비스', '열차정보서비스']",분류 : 교통물류,2014-11-22,국내교통
476,모바일앱 ( 안드로이드 ),(주)아람솔루션,중소기업 및 종사자,전라북도,['전주시의 민방위 대피 시설 에 대한 정보를 제공합니다.'],['전라북도 전주시'],전주시 대피소 공공데이터를 활용하여 대피소 위치정보를 제공합니다.,2017-04-04,['민방위 대피시설 정보 서비스'],분류 : 재난안전,2016-11-21,전주시대피소
477,모바일앱 ( 안드로이드 ),cureya,기타,서울특별시,"['의약품의 주성분코드, 분류번호, 명칭 등을 기준으로 주성분의 명칭과 코드를 조회하는 의약품 성분약효정보 조회서비스', '진료년월, 보험자구분, 조제처방구분 등을 기준으로 약효분류군/ATC코드별/성분별의 지역별/의료기관종별/상병별 사용량을 조회하는 의약품사용정보 조회서비스', '건강보험심사평가원에서 관리하는 약국 정보를 조회할 수 있는 서비스', '의료기관명,주소,전화번호,진료과목,위치정보,과목별의사수,의료장비 등', '식품이름, 1회 제공량, 열량, 탄수화물 등의 식품 영양성분 정보', '원재료명, 이명, 영문명, 분류별 등의 식품 원재료 정보', '식품첨가물명, 구조식, 화학식, 정의, 성분 규격, 확인 시험, 순도 시험, 정량법 등의 식품첨가물 정보']","['건강보험심사평가원', '건강보험심사평가원', '건강보험심사평가원', '건강보험심사평가원', '식품의약품안전처', '식품의약품안전처', '식품의약품안전처']",건강정보심사평가원과 식품의약품안전처의 데이터를 활용하여 의약정보를 제공합니다.,2017-03-31,"['의약품성분약효정보조회서비스', '의약품사용정보조회서비스', '약국정보서비스', '병원약국찾기DB', '식품 영양성분 서비스', '식품 원재료 정보(DB) 서비스', '식품첨가물 정보 서비스']",분류 : 보건의료,2017-03-30,비타비타
478,모바일앱 ( 안드로이드 ),soundbread,기타,서울특별시,['관세 또는 무역에 관련한 용어에 대한 설명'],['관세청'],관세청에서 제공하는 관세 용어 사전 데이터를 활용하여 관세 및 무역 용어 정보를 제공합니다.,2017-03-31,['관세용어사전(2015)'],분류 : 재정금융,2016-09-15,무역용어사전 - 관세 및 무역과 관련한 용어 사전
479,모바일앱 ( 안드로이드 ),Chicle,기타,서울특별시,[''],['기타'],"서울시의 기획전 정보를 활용하여 국립, 공립, 사립 박물관의 기획전 정보를 제공합니다.",2017-03-29,"['서울시 국립,공립 박물관 기획전 정보']",분류 : 문화관광,2016-08-15,보러가자(박물관/전시/기획전/특별전/테마전)
480,모바일앱 ( iOS ),김종채,기타,경기도,"['전국 및 지방자치단체 시내버스의 실시간 위치정보를 버스 노선별, 노선 정류소별로 조회한다.\n시내버스 정류장정보, 노선정보, 도착예정정보, 노선운행정보, 위치정보 테이블에 실시간 정보로 제공된다.']",['국토교통부'],"대중교통 공공 데이터를 활용하여 버스 정류장 위치, 도착정보 등을 제공합니다.",2017-03-29,['버스위치정보조회서비스'],분류 : 교통물류,2017-03-22,차요차요
481,모바일앱 ( 안드로이드 ),(주)앱솔,중소기업 및 종사자,경상북도,"['영주시 문화재로 지정된 국보, 보물, 천연기념물, 중요민속문화재, 사적, 명등 등에 대한 정보', '']","['경상북도 영주시', '기타']",경상북도 영주시의 관광지 데이터를 활용하여 관광정보를 제공합니다.,2017-03-28,"['경상북도 영주시_문화재_20160601', '경상북도 영주시 관광지 정보']",분류 : 문화관광,2016-06-09,영주시 스토리텔링-영스클럽
482,모바일앱 ( 안드로이드 ),오세민,기타,서울특별시,['2014년 국립공원 위험지역 공간데이터를 CSV 포맷으로 제공합니다.'],['국립공원관리공단'],국립공원 위험지역 공간데이터를 활용해서 국립공원 내에 있는 위험지역에 대한 정보를 제공합니다.,2017-03-28,['2014년 국립공원 위험지역 공간데이터'],분류 : 문화관광,2016-12-10,등산?지켜줄게!
483,모바일앱 ( 안드로이드 ),Stand B Co.Ltd,중소기업 및 종사자,인천광역시,[''],['기타'],문화관광부와 공공기관의 문화센터 정보를 활용하여 문화센터 강의정보를 제공합니다.,2017-03-24,['문화관광부 문화센터 강의 정보'],분류 : 문화관광,2016-02-19,문플 : 문화센터 정보 어플 MUNPL
484,모바일앱 ( 안드로이드 ),DEV RYU,기타,서울특별시,[''],['기타'],기상청의 지진정보조회서비스를 활용하여 실시간 지진 알림을 제공합니다.,2017-03-24,['기상청 지진정보'],분류 : 과학기술,2016-10-06,EQ 한국 지진 알리미
485,모바일앱 ( 안드로이드 ),전지완,기타,서울특별시,"['병역판정검사 수검자의 신장, 체중,시력등 신체정보 조회하는 병역판정검사 신체정보 조회서비스']",['병무청'],징병 신체검사 공공데이터를 활용하여 예상신체등급 정보를 제공합니다.,2017-03-24,['징병검사 신체정보 조회'],분류 : 통일외교안보,2015-11-10,예상 신체등급
486,모바일앱 ( 안드로이드 ),미림여자정보과학고,"학생(중, 고, 대학, 대학원)",서울특별시,['국외에 소재한 한국문화재의 조사연구 및 자료 수집 정보 서비스'],['문화재청'],문화재청의 데이터를 활용하여 역사유물정보를 제공합니다.,2017-03-22,['국외소재 한국문화재 정보'],분류 : 문화관광,2015-02-08,밀어서 문화수호
487,모바일앱 ( 안드로이드 ),HJ Corp,기타,서울특별시,"['세종문화회관의 공연 및 전시 정보 데이터 입니다. 공연일자, 할인정보 등 확인이 가능합니다']",['서울특별시'],서울시 세종문화회관 공연 정보 데이터를 활용하여 공연 관련 서비스를 제공합니다.,2017-03-22,['서울시 세종문화회관 공연 및 전시 정보 (수시)'],분류 : 문화관광,2014-02-20,세종문화회관 공연 / 전시 정보
488,모바일앱 ( 안드로이드 ),ATAC,기타,충청북도,"['전국 주차장 정보(주차장 장소, 운영요일 등)를 제공합니다.', '']","['공공데이터활용지원센터', '기타']","충청북도의 공공데이터를 활용하여 주차장, 주유소, 정비소 , 세차장 등 운전관련 시설 정보를 제공합니다.",2017-03-22,"['전국 주차장표준데이터', '충청북도 정비소 현황 , 충청북도 주유소 현황 및 유류가 정보']",분류 : 교통물류,2016-12-05,어디가야행
489,"모바일앱 ( 안드로이드 , iOS )",(주)포워드퓨처,중소기업 및 종사자,서울특별시,"['학원 및 교습소 현황', '']","['공공데이터활용지원센터', '기타']",전국 학원 정보 및 공공 교육 데이터를 활용하여 교육정보를 제공합니다.,2017-03-20,"['전국 분야별 학원 및 교습소 현황', '공공 교육정보']",분류 : 교육,2015-11-06,에듀팡
490,모바일앱 ( 안드로이드 ),홍경훈,기타,서울특별시,['제주시에서 운영하는 공공자전거 대여소명과 위치/주소 및 대여가능 숫자 정보에 대한 조회서비스'],['제주특별자치도 제주시'],제주시 공공 자전거 데이터를 활용하여 제주시 자전거 이용 정보를 제공합니다.,2017-03-20,['제주공공자전거 정보'],분류 : 공공행정,2016-12-03,제주 공공 자전거 정보
491,웹사이트 ( ),㈜ 미스터홈즈,중소기업 및 종사자,서울특별시,"['부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스', '부동산 거래신고에 관한 법률에 따라 신고된 아파트 전월세 자료(아파트, 면적, 지번 등)를 제공하는 아파트 전월세 신고 조회서비스', '부동산 거래신고에 관한 법률에 따라 신고된 연립다세대 매매 자료(연립다세데, 면적, 지번 등)를 제공하는 연립다세대 매매 신고 조회 서비스', '부동산 거래신고에 관한 법률에 따라 신고된 연립다세대 전월세 자료(연립다세데, 면적, 지번 등)를 제공하는 연립다세대 전월세 신고 조회 서비스']","['국토교통부', '국토교통부', '국토교통부', '국토교통부']",국토교통부의 데이터를 활용하여 부동산정보 및 중개서비스를 제공합니다.,2017-03-17,"['아파트매매 실거래자료', '아파트 전월세 자료', '연립다세대 매매 실거래자료', '연립다세대 전월세 자료']",분류 : 국토관리,2016-03-21,미스터홈즈
492,모바일앱 ( 안드로이드 ),Team.BOX Software,기타,충청북도,[''],['기타'],"충청북도의 병원, 약국 데이터를 활용하여 의료정보를 제공합니다.",2017-03-17,"['충북 내 병원, 약국, 응급실 정보']",분류 : 보건의료,2016-12-06,QuickMedic (내 손안의 충북병원)
493,모바일앱 ( 안드로이드 ),(주)그린키위,중소기업 및 종사자,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사 투어 데이터를 활용하여 가이드 정보를 제공합니다.,2017-03-15,['국문 관광정보 서비스'],분류 : 문화관광,2016-11-09,프라이빗 가이드
494,"모바일앱 ( 안드로이드 , iOS )",SMTOWN TRAVEL,중소기업 및 종사자,서울특별시,['국가별 최신 안전정보 제공'],['외교부'],국가별 안전정보 데이터를 활용하여 출장 지역에 대한 정보를 제공합니다.,2017-03-15,['국가별 안전정보'],분류 : 문화관광,2016-08-01,Smile - 스마트한 출장 관리 어플리케이션
495,웹사이트 ( ),(재)케이티그룹희망나눔재단,기타,서울특별시,[''],['기타'],행정자치부의 봉사참여정보 데이터를 활용하여 봉사활동 정보를 제공합니다.,2017-03-13,['행정자치부 봉사참여정보서비스'],분류 : 사회복지,2016-08-05,KT 기브스퀘어
496,모바일앱 ( 안드로이드 ),yeonjan,기타,서울특별시,"['전국 CCTV 정보(설치장소 등)를 제공합니다.', '']","['공공데이터활용지원센터', '기타']","광주의 cctv, 경찰서 공공데이터를 활용하여 안전관련 정보를 제공합니다",2017-03-13,"['전국cctv표준데이터', '광주광역시 경찰서 정보 (위치, 연락처)']",분류 : 재난안전,2016-12-01,범죄없는 광주
497,"모바일앱 ( 안드로이드 , iOS )",주식회사 트리포,1인 창업 기업,서울특별시,"['전국 길관광 정보(경로정보, 총 소요시간 등)를 제공합니다. 공공데이터 개방 표준데이터 속성정보(표현형식/단위 등)는 행정자치부에서 고시한 [공공데이터 개방 표준]을 참고하시기 바랍니다.']",['공공데이터활용지원센터'],전국길관광표준데이터를 활용하여 완주기록 및 길코스 정보를 제공합니다.,2017-03-10,['전국길관광정보표준데이터'],분류 : 문화관광,2016-07-14,올레둘레
498,모바일앱 ( 안드로이드 ),HJ Corp,기타,서울특별시,['구로구 꿈나무 장난감나라에서 제공하는 장난감 대여소 정보'],['서울특별시 구로구'],서울시 구로구 장난감 대여소 정보를 활용하여 장난감 대여 관련 정보를 제공합니다.,2017-03-10,['구로구 장난감대여소정보(open API)'],분류 : 교육,2014-02-20,서울시 장난감 대여소 정보
499,모바일앱 ( 안드로이드 ),HoneyV Ent,기타,부산광역시,"['부산 문화/공연/전시의 내용, 홈페이지, 장소, 시간 등의 정보를 목록과 상세정보로 제공']",['부산광역시'],부산광역시 문화/공연/전시/축제정보 데이터를 활용하여 축제 및 행사정보를 제공합니다.,2017-03-08,['부산 문화/공연/전시 정보서비스'],분류 : 문화관광,2014-08-20,부산축제
500,모바일앱 ( 안드로이드 ),클립서비스,중소기업 및 종사자,서울특별시,['공연전시정보조회서비스'],['한국문화정보원'],한국문화정보원의 데이터를 활용하여 공연정보를 제공합니다.,2017-03-08,['공연전시정보조회서비스'],분류 : 문화관광,2014-08-20,"스테이지톡 - 공연, 뮤지컬, 연극, 콘서트, 리뷰"
501,모바일앱 ( 안드로이드 ),카카오,기타,제주특별자치도,"['전국 지하철 시간표, 지하철 출구정보, 출구 주변 정보 및 주변 버스정보 등을 조회할 수 있다.\n지하철 정보는 키워드 기반 지하철역 목록조회, 지하철 역 출구별 버스노선 목록, 지하철역 출구별 주변 시설 목록, 지하철 시간표 조회가 가능한다.', '지하철역명을 기준으로 지하철호선명, 요일, 상하행선, 급행여부 등을 조회하는 지하철 운행계획 정보입니다.', '지하철역명을 기준으로 열차 도착 예정시간 등을 조회하는 지하철 실시간 도착 정보 서비스입니다.', '지하철호선명을 기준으로 지하철역명, 열차상태, 급행여부 등의 실시간 정보를 조회하는 지하철 실시간 열차 위치정보 서비스입니다.']","['국토교통부', '서울특별시', '서울특별시', '서울특별시']",지하철 공공데이터를 활용하여 대중교통정보를 제공합니다.,2017-03-06,"['지하철정보서비스', '서울시 지하철 운행계획 정보', '서울시 지하철 실시간 도착정보', '서울시 지하철 실시간 열차 위치정보']",분류 : 교통물류,2016-06-08,카카오지하철
502,모바일앱 ( 안드로이드 ),(주)이플러스넷,중소기업 및 종사자,경기도,"['안산시 공공체육시설 현황입니다. 시설명, 위치, 면적, 준공년도, 주요시설 정보']",['경기도 안산시'],안산시 공공데이터를 활용하여 생활편의 공간 정보를 제공합니다.,2017-03-06,['안산시 공공체육시설현황(2016년5월말)'],분류 : 보건의료,2016-12-22,웰빙안산
503,모바일앱 ( 안드로이드 ),Young Cooperation,기타,인천광역시,"['인천공항 여객 항공기 출발 / 도착 정보 현황조회(다국어)', '터미널 구분값을 검색 조건으로 하여 인천공항 출국장별(제1여객터미널 2번,3번,4번,5번/ 제2여객터민러 1번,2번) 대기인원, 터미널구분, 출국장별 혼잡도 현황을 조회하는 기능', '국문 여객편 운항 현황-도착 조회', '국문 여객편 운항 현황-출발 조회']","['인천국제공항공사', '인천국제공항공사', '인천국제공항공사', '인천국제공항공사']",인천국제공항공사에서 제공하는 데이터를 활용하여 항공기 운항정보를 제공합니다.,2017-03-03,"['[인천공항] 여객편 운항현황 (다국어)', '출국장 현황 정보 서비스', '[인천공항] 여객편 도착현황 (국문)', '[인천공항] 여객편 출발현황 (국문)']",분류 : 교통물류,2017-01-21,인천공항 Easy 운항정보
504,모바일앱 ( 안드로이드 ),(주)레디코리아,중소기업 및 종사자,서울특별시,"['축산물 돼지도체 도매시장별 등급별 경락가격정보', '축산물 돼지 등급판정결과(확인서) 정보', '축산물 돼지 등급판정 부위별고기및부산물 정보']","['축산물품질평가원', '축산물품질평가원', '축산물품질평가원']",축산물품질평가원의 공공데이터를 활용하여 수익정보 및 출하관리 서비스를 제공합니다.,2017-03-03,"['축산물 돼지도체 등급별 경락가격정보', '돼지 등급판정결과(확인서)정보', '돼지 등급판정 부위별고기및부산물 정보']",분류 : 농축수산,2015-12-28,Top-Pig 핸디팜
505,모바일앱 ( 안드로이드 ),susemi99,기타,서울특별시,"['여성능력개발원에서 실시하는 교육강좌 정보입니다. 교육신청은 http://wrd.seoulwomen.or.kr 에서 직접 하셔야 합니다. ※ 접수마감 된 강좌 정보는 출력되지 않으며, 제공되는 데이터는 http://wrd.seoulwomen.or.kr 와 데이터 연계 시간차이로 접수마감 여부가 차이가 날수 있으니 양해 바랍니다.']",['서울특별시'],서울특별시 여성인력개발원 교육강좌 공공데이터를 활용하여 교육강좌 관련 정보를 제공합니다.,2017-02-27,['서울시 여성인력 개발원 교육강좌 정보 (수시)'],분류 : 문화관광,2015-03-05,서울 여성인력개발센터 교육강좌
506,모바일앱 ( 안드로이드 ),신라앱센터,기타,서울특별시,"['작물에 대한 농작물 관리, 병해충 방제요령 등의 주간농사정보 및 첨부파일 다운로드 기능을 제공합니다.', '주간농사정보 서비스', '주간농사정보', '작목별 일반,종자,병해충, 수확후관리, 환경 등의 정보를 제공하며, 각 정보에 대한 관련 파일 다운로드 기능을 제공합니다.']","['농촌진흥청', '농촌진흥청', '농촌진흥청', '농촌진흥청']",농촌진흥청의 공공데이터를 활용하여 농사정보를 제공합니다.,2017-02-27,"['주간 농업정보 및 품목별 농사정보', '주간농사정보 조회 서비스', '주간농사정보', '작목별 영농기술 및 농사기술 정보']",분류 : 농축수산,2016-11-18,농촌정보통
507,모바일앱 ( 안드로이드 ),In.Q Project,기타,서울특별시,"['서울시의 주요 관광거리에 대한 공식 명칭 및 주소 등 정보를 제공(한국어)', '서울특별시 관광명소 정보를 백화점, 면세점, 전통시장, 고궁, 유적지 등 분류별 한국어로 제공하며, 서울시 공식관광정보사이트인 Visit Seoul 에서 제공합니다.', '서울특별시 관광명소 정보를 백화점, 면세점, 전통시장, 고궁, 유적지 등 분류별 영어로 제공하며, 서울시 공식관광정보사이트인 Visit Seoul 에서 제공합니다.', '서울시의 주요 관광거리에 대한 공식 명칭 및 주소 등 정보를 제공(영어)']","['서울특별시', '서울특별시', '서울특별시', '서울특별시']",서울시의 관광데이터를 활용하여 서울야경명소의 정보를 제공합니다.,2017-02-24,"['서울시 관광거리 정보 (한국어) (수시)', '서울시 분류별 관광명소 현황 (한국어) (수시)', '서울시 분류별 관광명소 현황 (영어) (수시)', '서울시 관광거리 정보 (영어) (수시)']",분류 : 문화관광,2016-12-31,N SeouL 서울야경명소
508,모바일앱 ( 안드로이드 ),yeonjan,기타,서울특별시,"['전국 CCTV 정보(설치장소 등)를 제공합니다.', '']","['공공데이터활용지원센터', '기타']","전주의 cctv, 경찰서, 자율방범대 공공데이터를 활용하여 안전관련 정보를 제공합니다.",2017-02-24,"['전국cctv표준데이터', '전주시 경찰서 정보 ,자율 방범대 정보']",분류 : 재난안전,2016-11-29,범죄없는 전주
509,모바일앱 ( 안드로이드 ),(주)아람솔루션,중소기업 및 종사자,전라북도,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사 데이터를 활용하여 축제정보 및 관광정보를 제공합니다.,2017-02-22,['국문 관광정보 서비스'],분류 : 문화관광,2017-01-12,소풍
510,모바일앱 ( 안드로이드 ),고흥apps,기타,전라남도,"['전라남도내 약국 정보 서비스(업체명, 소재지, 전화번호)']",['전라남도'],전라남도의 공원 및 약국 공공데이터를 활용하여 공원 및 약국관련 정보를 제공합니다,2017-02-22,['약국 정보(2013년말 기준)'],분류 : 보건의료,2016-11-01,전라남도어린이공원
511,웹사이트 ( ),(주)케이티,기타,서울특별시,"['최신 도로명주소 데이터를 URL 팝업 기능을 통하여 실시간으로 편리하게 검색 할 수 있는 연계 서비스', '최신 도로명주소 데이터를 OPEN API 서비스를 통하여 실시간으로 편리하게 검색 할 수 있는 연계 서비스']","['행정안전부', '행정안전부']",도로명주소데이터를 활용하여 주소변경 서비스를 제공합니다.,2017-02-21,"['실시간 주소정보 조회(팝업API)', '실시간 주소정보 조회(검색API)']",분류 : 과학기술,2007-02-21,KTmoving 주소변경서비스
512,모바일앱 ( 안드로이드 ),Team Citizoom,기타,대전광역시,"['국회의원 정보제공 서비스', '의안 정보 제공 서비스']","['국회 국회사무처', '국회 국회사무처']",국회의원 정보 및 의안정보 데이터를 활용하여 정치관련 정보를 제공합니다.,2017-02-20,"['국회의원 정보제공 서비스', '의안 정보 제공 서비스']",분류 : 공공행정,2017-02-10,Citizoom
513,모바일앱 ( 안드로이드 ),소솜팀,,충청북도,[''],['기타'],충주시의 관광지 및 문화 데이터를 활용하여 충추의 문화정보를 제공합니다.,2017-02-20,"['충추시 문화 ,관광정보']",분류 : 문화관광,2016-12-06,원앙소리
514,모바일앱 ( 안드로이드 ),micazsoft,기타,서울특별시,"['의약품의 주성분코드, 분류번호, 명칭 등을 기준으로 주성분의 명칭과 코드를 조회하는 의약품 성분약효정보 조회서비스', '진료년월, 보험자구분, 조제처방구분 등을 기준으로 약효분류군/ATC코드별/성분별의 지역별/의료기관종별/상병별 사용량을 조회하는 의약품사용정보 조회서비스', '품목, 주성분, 제조원, 포장단위, 저장방법, 성상등의 품목정보와 허가일자, 허가번호 등의 허가정보 등의 허가받은 의약제품 정보']","['건강보험심사평가원', '건강보험심사평가원', '식품의약품안전처 식품의약품안전평가원']",식품의약품안전처 및 건강보험심사평가원의 데이터를 활용하여 의약품 정보를 제공합니다.,2017-02-20,"['의약품성분약효정보조회서비스', '의약품사용정보조회서비스', '의약품 제품 허가정보 서비스']",분류 : 보건의료,2017-02-15,의약품스캔검색
515,모바일앱 ( 안드로이드 ),jigsaw150,기타,서울특별시,"['문화관광축제,일반축제,전통공연,연극,뮤지컬 등의 축제/행사/이벤트 정보', '약사가 의약품을 조제 또는 판매를 주목적으로 하는 업체(소)', '전국에 위치한 시도별 공공병원의 위치와 인력, 장비 등 일반현황과 진료실적, 진료과목, 전문 인력 수, 병원 정보에 대한 정보를 제공하는 서비스', '2014.3.31.자 기준 서울시 경찰서, 지구대, 파출소, 치안센터 주소데이터를 등록(엑셀파일)', '부동산 거래신고에 관한 법률에 따라 신고된 주택의 실거래(전월세/매매) 자료를 제공', '전국 전통시장 정보(시장유형, 개설주기 등)를 제공합니다.']","['한국관광공사', '행정안전부', '국립중앙의료원', '경찰청 서울특별시지방경찰청', '국토교통부', '공공데이터활용지원센터']","국토교통부,한국감정원,한국관광공사,국립중앙의료원,한국과학기술정보연구원,경찰청, 행정자치부 등의 데이터를 활용하여 지역정보를 제공합니다.",2017-02-17,"['한국관광공사LOD(국문축제/행사/이벤트)', '약국(수시)', '전국공공병원 데이터', '서울시 경찰서, 파출소, 지구대, 치안센터 주소', '주택실거래가 정보(일간)', '전국 전통시장표준데이터']",분류 : 국토관리,2017-02-12,LocaLo - 지역 정보를 한곳에
516,모바일앱 ( 안드로이드 ),김주형,기타,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 관광정보 데이터를 활용하여 관광지 정보를 제공합니다.,2017-02-17,['국문 관광정보 서비스'],분류 : 문화관광,2016-11-16,TOUROUND(투어라운드)
517,모바일앱 ( 안드로이드 ),eunme,기타,서울특별시,"['기관명, 프로그래명, 참가비, 참가대상, 활동일시 등의 자원봉사프로그램 목록 및 상세정보를 제공하는 청소년활동 자원봉사프로그램 목록 조회서비스']",['여성가족부'],청소년 활동정보 자원봉사 프로그램 정보를 활용하여 봉사관련 정보를 제공합니다.,2017-02-14,['청소년 활동정보 자원봉사프로그램 서비스'],분류 : 사회복지,2016-06-16,청소년자원봉사올리사랑
518,모바일앱 ( 안드로이드 ),gilism,기타,서울특별시,"['실종자(납치, 유인, 유기, 사고를 당하거나 가출, 길을 잃는 등의 사유로 인하여 보호자로 부터 이탈된 실종당시 만 18세 미만인)로 신고된 정보']",['경찰청'],경찰청의 공공데이터를 활용하여 실종아동정보를 제공합니다.,2017-02-14,['실종아동DB'],분류 : 재난안전,2017-01-03,10초의 기적(실종 아동 미아 알림)
519,모바일앱 ( 안드로이드 ),가온누리,기타,충청북도,['충청북도내 운영 중인 사회복지시설 정보 제공'],['충청북도'],충청북도의 복지 데이터를 활용하여 복지관련 서비스 및 정보를 제공합니다.,2017-02-13,['복지시설정보'],분류 : 사회복지,2016-12-04,충복해
520,모바일앱 ( 안드로이드 ),Starshell,중소기업 및 종사자,서울특별시,[''],['기타'],강원도 평생학습강좌 정보를 활용하여 평생학습 관련 정보를 제공합니다.,2017-02-13,['강원도 평생학습 강좌'],분류 : 교육,2017-01-11,롱런
