,start,end,title,service_category,start_org,end_org
364,나라장터 계약정보서비스,나라장터 입찰공고정보서비스,G2BID,공공행정,조달청,조달청
365,나라장터 계약정보서비스,나라장터 계약과정통합공개서비스,G2BID,공공행정,조달청,조달청
366,나라장터 계약정보서비스,나라장터 사용자정보서비스,G2BID,공공행정,조달청,조달청
367,나라장터 계약정보서비스,나라장터 낙찰정보서비스,G2BID,공공행정,조달청,조달청
368,나라장터 계약정보서비스,나라장터 업종 및 근거법규서비스,G2BID,공공행정,조달청,조달청
369,나라장터 계약정보서비스,나라장터 발주계획현황서비스,G2BID,공공행정,조달청,조달청
370,나라장터 계약정보서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
371,나라장터 계약정보서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
372,나라장터 입찰공고정보서비스,나라장터 계약과정통합공개서비스,G2BID,공공행정,조달청,조달청
373,나라장터 입찰공고정보서비스,나라장터 사용자정보서비스,G2BID,공공행정,조달청,조달청
374,나라장터 입찰공고정보서비스,나라장터 낙찰정보서비스,G2BID,공공행정,조달청,조달청
375,나라장터 입찰공고정보서비스,나라장터 업종 및 근거법규서비스,G2BID,공공행정,조달청,조달청
376,나라장터 입찰공고정보서비스,나라장터 발주계획현황서비스,G2BID,공공행정,조달청,조달청
377,나라장터 입찰공고정보서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
378,나라장터 입찰공고정보서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
379,나라장터 계약과정통합공개서비스,나라장터 사용자정보서비스,G2BID,공공행정,조달청,조달청
380,나라장터 계약과정통합공개서비스,나라장터 낙찰정보서비스,G2BID,공공행정,조달청,조달청
381,나라장터 계약과정통합공개서비스,나라장터 업종 및 근거법규서비스,G2BID,공공행정,조달청,조달청
382,나라장터 계약과정통합공개서비스,나라장터 발주계획현황서비스,G2BID,공공행정,조달청,조달청
383,나라장터 계약과정통합공개서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
384,나라장터 계약과정통합공개서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
385,나라장터 사용자정보서비스,나라장터 낙찰정보서비스,G2BID,공공행정,조달청,조달청
386,나라장터 사용자정보서비스,나라장터 업종 및 근거법규서비스,G2BID,공공행정,조달청,조달청
387,나라장터 사용자정보서비스,나라장터 발주계획현황서비스,G2BID,공공행정,조달청,조달청
388,나라장터 사용자정보서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
389,나라장터 사용자정보서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
390,나라장터 낙찰정보서비스,나라장터 업종 및 근거법규서비스,G2BID,공공행정,조달청,조달청
391,나라장터 낙찰정보서비스,나라장터 발주계획현황서비스,G2BID,공공행정,조달청,조달청
392,나라장터 낙찰정보서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
393,나라장터 낙찰정보서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
394,나라장터 업종 및 근거법규서비스,나라장터 발주계획현황서비스,G2BID,공공행정,조달청,조달청
395,나라장터 업종 및 근거법규서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
396,나라장터 업종 및 근거법규서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
397,나라장터 발주계획현황서비스,나라장터 사전규격정보서비스,G2BID,공공행정,조달청,조달청
398,나라장터 발주계획현황서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
399,나라장터 사전규격정보서비스,나라장터 조달요청서비스,G2BID,공공행정,조달청,조달청
400,(신)동네예보정보조회서비스,위성영상정보조회서비스,우리날씨,환경기상,기상청,기상청
401,(신)동네예보정보조회서비스,"해양관측자료(부이, 등표, 파고부이) 월보",우리날씨,환경기상,기상청,기상청
402,(신)동네예보정보조회서비스,대기오염정보 조회 서비스,우리날씨,환경기상,기상청,한국환경공단
403,위성영상정보조회서비스,"해양관측자료(부이, 등표, 파고부이) 월보",우리날씨,환경기상,기상청,기상청
404,위성영상정보조회서비스,대기오염정보 조회 서비스,우리날씨,환경기상,기상청,한국환경공단
405,"해양관측자료(부이, 등표, 파고부이) 월보",대기오염정보 조회 서비스,우리날씨,환경기상,기상청,한국환경공단
406,버스위치정보조회서비스,버스노선정보조회서비스,캔버스,교통물류,국토교통부,국토교통부
407,버스위치정보조회서비스,버스정류소정보조회서비스,캔버스,교통물류,국토교통부,국토교통부
408,버스노선정보조회서비스,버스정류소정보조회서비스,캔버스,교통물류,국토교통부,국토교통부
409,(신)동네예보정보조회서비스,양식어종수별 어가현황,수조나라,농축수산,기상청,해양수산부
410,(신)동네예보정보조회서비스,양식방법별 어가현황,수조나라,농축수산,기상청,해양수산부
411,양식어종수별 어가현황,양식방법별 어가현황,수조나라,농축수산,해양수산부,해양수산부
412,해양정보조회서비스,"해양관측자료(부이, 등표, 파고부이) 월보",바다날씨,환경기상,기상청,기상청
413,대기오염정보 조회 서비스,(신)동네예보정보조회서비스,미세어때,환경기상,한국환경공단,기상청
414,대기오염정보 조회 서비스,중기예보정보조회서비스,미세어때,환경기상,한국환경공단,기상청
415,(신)동네예보정보조회서비스,중기예보정보조회서비스,미세어때,환경기상,기상청,기상청
416,병원코드정보서비스,병원정보서비스,인터엠디,보건의료,건강보험심사평가원,건강보험심사평가원
417,국문 관광정보 서비스,불어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
418,국문 관광정보 서비스,독어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
419,국문 관광정보 서비스,중문 번체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
420,국문 관광정보 서비스,중문 간체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
421,국문 관광정보 서비스,영문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
422,국문 관광정보 서비스,일문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
423,국문 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
424,국문 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
425,불어 관광정보 서비스,독어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
426,불어 관광정보 서비스,중문 번체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
427,불어 관광정보 서비스,중문 간체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
428,불어 관광정보 서비스,영문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
429,불어 관광정보 서비스,일문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
430,불어 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
431,불어 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
432,독어 관광정보 서비스,중문 번체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
433,독어 관광정보 서비스,중문 간체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
434,독어 관광정보 서비스,영문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
435,독어 관광정보 서비스,일문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
436,독어 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
437,독어 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
438,중문 번체 관광정보 서비스,중문 간체 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
439,중문 번체 관광정보 서비스,영문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
440,중문 번체 관광정보 서비스,일문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
441,중문 번체 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
442,중문 번체 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
443,중문 간체 관광정보 서비스,영문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
444,중문 간체 관광정보 서비스,일문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
445,중문 간체 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
446,중문 간체 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
447,영문 관광정보 서비스,일문 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
448,영문 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
449,영문 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
450,일문 관광정보 서비스,노어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
451,일문 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
452,노어 관광정보 서비스,서어 관광정보 서비스,Orange Tour,문화관광,한국관광공사,한국관광공사
453,(신)동네예보정보조회서비스,대기오염정보 조회 서비스,이곳의날씨,환경기상,기상청,한국환경공단
454,국문 관광정보 서비스,영문 관광정보 서비스,뉴픽케이션,문화관광,한국관광공사,한국관광공사
455,대구광역시_중구_평생학습강좌_20170517,대구광역시_동구_평생학습강좌_20180101,투모러(To more Learn),교육,대구광역시 중구,대구광역시 동구
456,대구광역시_중구_평생학습강좌_20170517,대구광역시_서구_평생학습강좌_20180220,투모러(To more Learn),교육,대구광역시 중구,대구광역시 서구
457,대구광역시_중구_평생학습강좌_20170517,대구광역시_남구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 중구,대구광역시 남구
458,대구광역시_중구_평생학습강좌_20170517,대구광역시_북구_평생학습강좌_20171129,투모러(To more Learn),교육,대구광역시 중구,대구광역시 북구
459,대구광역시_중구_평생학습강좌_20170517,대구광역시_수성구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 중구,대구광역시 수성구
460,대구광역시_중구_평생학습강좌_20170517,대구광역시_달서구_평생학습강좌_20171108,투모러(To more Learn),교육,대구광역시 중구,대구광역시 달서구
461,대구광역시_중구_평생학습강좌_20170517,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 중구,대구광역시 달성군
462,대구광역시_동구_평생학습강좌_20180101,대구광역시_서구_평생학습강좌_20180220,투모러(To more Learn),교육,대구광역시 동구,대구광역시 서구
463,대구광역시_동구_평생학습강좌_20180101,대구광역시_남구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 동구,대구광역시 남구
464,대구광역시_동구_평생학습강좌_20180101,대구광역시_북구_평생학습강좌_20171129,투모러(To more Learn),교육,대구광역시 동구,대구광역시 북구
465,대구광역시_동구_평생학습강좌_20180101,대구광역시_수성구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 동구,대구광역시 수성구
466,대구광역시_동구_평생학습강좌_20180101,대구광역시_달서구_평생학습강좌_20171108,투모러(To more Learn),교육,대구광역시 동구,대구광역시 달서구
467,대구광역시_동구_평생학습강좌_20180101,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 동구,대구광역시 달성군
468,대구광역시_서구_평생학습강좌_20180220,대구광역시_남구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 서구,대구광역시 남구
469,대구광역시_서구_평생학습강좌_20180220,대구광역시_북구_평생학습강좌_20171129,투모러(To more Learn),교육,대구광역시 서구,대구광역시 북구
470,대구광역시_서구_평생학습강좌_20180220,대구광역시_수성구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 서구,대구광역시 수성구
471,대구광역시_서구_평생학습강좌_20180220,대구광역시_달서구_평생학습강좌_20171108,투모러(To more Learn),교육,대구광역시 서구,대구광역시 달서구
472,대구광역시_서구_평생학습강좌_20180220,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 서구,대구광역시 달성군
473,대구광역시_남구_평생학습강좌_20171124,대구광역시_북구_평생학습강좌_20171129,투모러(To more Learn),교육,대구광역시 남구,대구광역시 북구
474,대구광역시_남구_평생학습강좌_20171124,대구광역시_수성구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 남구,대구광역시 수성구
475,대구광역시_남구_평생학습강좌_20171124,대구광역시_달서구_평생학습강좌_20171108,투모러(To more Learn),교육,대구광역시 남구,대구광역시 달서구
476,대구광역시_남구_평생학습강좌_20171124,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 남구,대구광역시 달성군
477,대구광역시_북구_평생학습강좌_20171129,대구광역시_수성구_평생학습강좌_20171124,투모러(To more Learn),교육,대구광역시 북구,대구광역시 수성구
478,대구광역시_북구_평생학습강좌_20171129,대구광역시_달서구_평생학습강좌_20171108,투모러(To more Learn),교육,대구광역시 북구,대구광역시 달서구
479,대구광역시_북구_평생학습강좌_20171129,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 북구,대구광역시 달성군
480,대구광역시_수성구_평생학습강좌_20171124,대구광역시_달서구_평생학습강좌_20171108,투모러(To more Learn),교육,대구광역시 수성구,대구광역시 달서구
481,대구광역시_수성구_평생학습강좌_20171124,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 수성구,대구광역시 달성군
482,대구광역시_달서구_평생학습강좌_20171108,대구광역시_달성군_평생학습강좌_20171031,투모러(To more Learn),교육,대구광역시 달서구,대구광역시 달성군
483,전라북도 전주시_동물판매업현황_20170512,전라북도 전주시_동물병원 현황_20170512,마이펫 in 전주,보건의료,전라북도 전주시,전라북도 전주시
484,전라북도 전주시_동물판매업현황_20170512,전라북도 전주시_동물약국현황_20170512,마이펫 in 전주,보건의료,전라북도 전주시,전라북도 전주시
485,전라북도 전주시_동물병원 현황_20170512,전라북도 전주시_동물약국현황_20170512,마이펫 in 전주,보건의료,전라북도 전주시,전라북도 전주시
486,광주광역시 BIS 노선-정류소 정보,광주광역시 BIS 도착정보,광주버스,교통물류,광주광역시,광주광역시
487,건축물대장정보 서비스,현재전력수급현황조회,KT GiGA energy manager,산업고용,국토교통부,한국전력거래소
488,건축물대장정보 서비스,전력수급예보조회,KT GiGA energy manager,산업고용,국토교통부,한국전력거래소
489,건축물대장정보 서비스,계통한계가격조회,KT GiGA energy manager,산업고용,국토교통부,한국전력거래소
490,현재전력수급현황조회,전력수급예보조회,KT GiGA energy manager,산업고용,한국전력거래소,한국전력거래소
491,현재전력수급현황조회,계통한계가격조회,KT GiGA energy manager,산업고용,한국전력거래소,한국전력거래소
492,전력수급예보조회,계통한계가격조회,KT GiGA energy manager,산업고용,한국전력거래소,한국전력거래소
493,토지특성정보서비스,토지 매매 신고 조회 서비스,밸류맵,국토관리,국토교통부,국토교통부
494,토지특성정보서비스,토지임야정보조회서비스,밸류맵,국토관리,국토교통부,국토교통부
495,토지 매매 신고 조회 서비스,토지임야정보조회서비스,밸류맵,국토관리,국토교통부,국토교통부
496,(신)생활기상지수조회,(신)보건기상지수,날씨어때?,환경기상,기상청,기상청
497,(신)생활기상지수조회,(신)동네예보정보조회서비스,날씨어때?,환경기상,기상청,기상청
498,(신)생활기상지수조회,대기오염정보 조회 서비스,날씨어때?,환경기상,기상청,한국환경공단
499,(신)보건기상지수,(신)동네예보정보조회서비스,날씨어때?,환경기상,기상청,기상청
500,(신)보건기상지수,대기오염정보 조회 서비스,날씨어때?,환경기상,기상청,한국환경공단
501,(신)동네예보정보조회서비스,대기오염정보 조회 서비스,날씨어때?,환경기상,기상청,한국환경공단
502,해양정보조회서비스,"해양관측자료(부이, 등표, 파고부이) 월보",오버데어,환경기상,기상청,기상청
503,해양정보조회서비스,중기예보정보조회서비스,오버데어,환경기상,기상청,기상청
504,해양정보조회서비스,(신)동네예보정보조회서비스,오버데어,환경기상,기상청,기상청
505,해양정보조회서비스,기상특보정보조회서비스,오버데어,환경기상,기상청,기상청
506,"해양관측자료(부이, 등표, 파고부이) 월보",중기예보정보조회서비스,오버데어,환경기상,기상청,기상청
507,"해양관측자료(부이, 등표, 파고부이) 월보",(신)동네예보정보조회서비스,오버데어,환경기상,기상청,기상청
508,"해양관측자료(부이, 등표, 파고부이) 월보",기상특보정보조회서비스,오버데어,환경기상,기상청,기상청
509,중기예보정보조회서비스,(신)동네예보정보조회서비스,오버데어,환경기상,기상청,기상청
510,중기예보정보조회서비스,기상특보정보조회서비스,오버데어,환경기상,기상청,기상청
511,(신)동네예보정보조회서비스,기상특보정보조회서비스,오버데어,환경기상,기상청,기상청
512,전라북도_전주시_향토문화유적_20180220,전라북도_전주시_공중화장실_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
513,전라북도_전주시_향토문화유적_20180220,전라북도_전주시_무료와이파이_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
514,전라북도_전주시_향토문화유적_20180220,전라북도 전주시 자전거판매소_20151030,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
515,전라북도_전주시_향토문화유적_20180220,전라북도_전주시_문화축제_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
516,전라북도_전주시_향토문화유적_20180220,전라북도_전주시_박물관미술관정보_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
517,전라북도_전주시_공중화장실_20180220,전라북도_전주시_무료와이파이_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
518,전라북도_전주시_공중화장실_20180220,전라북도 전주시 자전거판매소_20151030,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
519,전라북도_전주시_공중화장실_20180220,전라북도_전주시_문화축제_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
520,전라북도_전주시_공중화장실_20180220,전라북도_전주시_박물관미술관정보_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
521,전라북도_전주시_무료와이파이_20180220,전라북도 전주시 자전거판매소_20151030,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
522,전라북도_전주시_무료와이파이_20180220,전라북도_전주시_문화축제_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
523,전라북도_전주시_무료와이파이_20180220,전라북도_전주시_박물관미술관정보_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
524,전라북도 전주시 자전거판매소_20151030,전라북도_전주시_문화축제_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
525,전라북도 전주시 자전거판매소_20151030,전라북도_전주시_박물관미술관정보_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
526,전라북도_전주시_문화축제_20180220,전라북도_전주시_박물관미술관정보_20180220,전주한바퀴,문화관광,전라북도 전주시,전라북도 전주시
527,아파트매매 실거래 상세 자료,아파트 전월세 자료,FindAPT,국토관리,국토교통부,국토교통부
528,서울시 지하철 최단경로 정보,서울시 지하철 환승 정보,엔젤브라우저,교통물류,서울특별시,서울특별시
529,서울시 지하철 최단경로 정보,서울시 지하철 역사 정보,엔젤브라우저,교통물류,서울특별시,서울특별시
530,서울시 지하철 환승 정보,서울시 지하철 역사 정보,엔젤브라우저,교통물류,서울특별시,서울특별시
531,지역축제 및 문화관광축제 정보,한국관광공사LOD(국문축제/행사/이벤트),렛플레이,문화관광,문화체육관광부,한국관광공사
532,국문 관광정보 서비스,영문 관광정보 서비스,원더플랜잇,문화관광,한국관광공사,한국관광공사
533,대기오염정보 조회 서비스,(신)동네예보정보조회서비스,우산챙기개,환경기상,한국환경공단,기상청
534,부산광역시_중구_동물병원 현황_20171025,부산광역시서구_동물병원현황_20170501,토닥토닥,보건의료,부산광역시 중구,부산광역시 서구
535,부산광역시_중구_동물병원 현황_20171025,부산광역시 영도구_동물병원 현황20170823,토닥토닥,보건의료,부산광역시 중구,부산광역시 영도구
536,부산광역시_중구_동물병원 현황_20171025,부산진구_동물병원현황_20150630,토닥토닥,보건의료,부산광역시 중구,부산광역시 부산진구
537,부산광역시_중구_동물병원 현황_20171025,부산광역시_동래구_동물병원 현황_20171129,토닥토닥,보건의료,부산광역시 중구,부산광역시 동래구
538,부산광역시_중구_동물병원 현황_20171025,부산광역시 남구 동물병원 현황(2017년),토닥토닥,보건의료,부산광역시 중구,부산광역시 남구
539,부산광역시_중구_동물병원 현황_20171025,부산광역시 북구_동물병원현황_20170711,토닥토닥,보건의료,부산광역시 중구,부산광역시 북구
540,부산광역시_중구_동물병원 현황_20171025,동물병원 현황(2014.1),토닥토닥,보건의료,부산광역시 중구,부산광역시 해운대구
541,부산광역시_중구_동물병원 현황_20171025,사하구 동물병원현황(20161006),토닥토닥,보건의료,부산광역시 중구,부산광역시 사하구
542,부산광역시_중구_동물병원 현황_20171025,부산광역시 금정구 소재 동물병원 현황,토닥토닥,보건의료,부산광역시 중구,부산광역시 금정구
543,부산광역시_중구_동물병원 현황_20171025,부산광역시_강서구_동물병원 현황_20171117,토닥토닥,보건의료,부산광역시 중구,부산광역시 강서구
544,부산광역시_중구_동물병원 현황_20171025,부산광역시 연제구 동물병원현황_20170314,토닥토닥,보건의료,부산광역시 중구,부산광역시 연제구
545,부산광역시_중구_동물병원 현황_20171025,부산광역시 사상구_동물병원현황_20180319,토닥토닥,보건의료,부산광역시 중구,부산광역시 사상구
546,부산광역시_중구_동물병원 현황_20171025,부산광역시_기장군_동물병원 현황_20171123,토닥토닥,보건의료,부산광역시 중구,부산광역시 기장군
547,부산광역시서구_동물병원현황_20170501,부산광역시 영도구_동물병원 현황20170823,토닥토닥,보건의료,부산광역시 서구,부산광역시 영도구
548,부산광역시서구_동물병원현황_20170501,부산진구_동물병원현황_20150630,토닥토닥,보건의료,부산광역시 서구,부산광역시 부산진구
549,부산광역시서구_동물병원현황_20170501,부산광역시_동래구_동물병원 현황_20171129,토닥토닥,보건의료,부산광역시 서구,부산광역시 동래구
550,부산광역시서구_동물병원현황_20170501,부산광역시 남구 동물병원 현황(2017년),토닥토닥,보건의료,부산광역시 서구,부산광역시 남구
551,부산광역시서구_동물병원현황_20170501,부산광역시 북구_동물병원현황_20170711,토닥토닥,보건의료,부산광역시 서구,부산광역시 북구
552,부산광역시서구_동물병원현황_20170501,동물병원 현황(2014.1),토닥토닥,보건의료,부산광역시 서구,부산광역시 해운대구
553,부산광역시서구_동물병원현황_20170501,사하구 동물병원현황(20161006),토닥토닥,보건의료,부산광역시 서구,부산광역시 사하구
554,부산광역시서구_동물병원현황_20170501,부산광역시 금정구 소재 동물병원 현황,토닥토닥,보건의료,부산광역시 서구,부산광역시 금정구
555,부산광역시서구_동물병원현황_20170501,부산광역시_강서구_동물병원 현황_20171117,토닥토닥,보건의료,부산광역시 서구,부산광역시 강서구
556,부산광역시서구_동물병원현황_20170501,부산광역시 연제구 동물병원현황_20170314,토닥토닥,보건의료,부산광역시 서구,부산광역시 연제구
557,부산광역시서구_동물병원현황_20170501,부산광역시 사상구_동물병원현황_20180319,토닥토닥,보건의료,부산광역시 서구,부산광역시 사상구
558,부산광역시서구_동물병원현황_20170501,부산광역시_기장군_동물병원 현황_20171123,토닥토닥,보건의료,부산광역시 서구,부산광역시 기장군
559,부산광역시 영도구_동물병원 현황20170823,부산진구_동물병원현황_20150630,토닥토닥,보건의료,부산광역시 영도구,부산광역시 부산진구
560,부산광역시 영도구_동물병원 현황20170823,부산광역시_동래구_동물병원 현황_20171129,토닥토닥,보건의료,부산광역시 영도구,부산광역시 동래구
561,부산광역시 영도구_동물병원 현황20170823,부산광역시 남구 동물병원 현황(2017년),토닥토닥,보건의료,부산광역시 영도구,부산광역시 남구
562,부산광역시 영도구_동물병원 현황20170823,부산광역시 북구_동물병원현황_20170711,토닥토닥,보건의료,부산광역시 영도구,부산광역시 북구
563,부산광역시 영도구_동물병원 현황20170823,동물병원 현황(2014.1),토닥토닥,보건의료,부산광역시 영도구,부산광역시 해운대구
564,부산광역시 영도구_동물병원 현황20170823,사하구 동물병원현황(20161006),토닥토닥,보건의료,부산광역시 영도구,부산광역시 사하구
565,부산광역시 영도구_동물병원 현황20170823,부산광역시 금정구 소재 동물병원 현황,토닥토닥,보건의료,부산광역시 영도구,부산광역시 금정구
566,부산광역시 영도구_동물병원 현황20170823,부산광역시_강서구_동물병원 현황_20171117,토닥토닥,보건의료,부산광역시 영도구,부산광역시 강서구
567,부산광역시 영도구_동물병원 현황20170823,부산광역시 연제구 동물병원현황_20170314,토닥토닥,보건의료,부산광역시 영도구,부산광역시 연제구
568,부산광역시 영도구_동물병원 현황20170823,부산광역시 사상구_동물병원현황_20180319,토닥토닥,보건의료,부산광역시 영도구,부산광역시 사상구
569,부산광역시 영도구_동물병원 현황20170823,부산광역시_기장군_동물병원 현황_20171123,토닥토닥,보건의료,부산광역시 영도구,부산광역시 기장군
570,부산진구_동물병원현황_20150630,부산광역시_동래구_동물병원 현황_20171129,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 동래구
571,부산진구_동물병원현황_20150630,부산광역시 남구 동물병원 현황(2017년),토닥토닥,보건의료,부산광역시 부산진구,부산광역시 남구
572,부산진구_동물병원현황_20150630,부산광역시 북구_동물병원현황_20170711,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 북구
573,부산진구_동물병원현황_20150630,동물병원 현황(2014.1),토닥토닥,보건의료,부산광역시 부산진구,부산광역시 해운대구
574,부산진구_동물병원현황_20150630,사하구 동물병원현황(20161006),토닥토닥,보건의료,부산광역시 부산진구,부산광역시 사하구
575,부산진구_동물병원현황_20150630,부산광역시 금정구 소재 동물병원 현황,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 금정구
576,부산진구_동물병원현황_20150630,부산광역시_강서구_동물병원 현황_20171117,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 강서구
577,부산진구_동물병원현황_20150630,부산광역시 연제구 동물병원현황_20170314,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 연제구
578,부산진구_동물병원현황_20150630,부산광역시 사상구_동물병원현황_20180319,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 사상구
579,부산진구_동물병원현황_20150630,부산광역시_기장군_동물병원 현황_20171123,토닥토닥,보건의료,부산광역시 부산진구,부산광역시 기장군
580,부산광역시_동래구_동물병원 현황_20171129,부산광역시 남구 동물병원 현황(2017년),토닥토닥,보건의료,부산광역시 동래구,부산광역시 남구
581,부산광역시_동래구_동물병원 현황_20171129,부산광역시 북구_동물병원현황_20170711,토닥토닥,보건의료,부산광역시 동래구,부산광역시 북구
582,부산광역시_동래구_동물병원 현황_20171129,동물병원 현황(2014.1),토닥토닥,보건의료,부산광역시 동래구,부산광역시 해운대구
583,부산광역시_동래구_동물병원 현황_20171129,사하구 동물병원현황(20161006),토닥토닥,보건의료,부산광역시 동래구,부산광역시 사하구
584,부산광역시_동래구_동물병원 현황_20171129,부산광역시 금정구 소재 동물병원 현황,토닥토닥,보건의료,부산광역시 동래구,부산광역시 금정구
585,부산광역시_동래구_동물병원 현황_20171129,부산광역시_강서구_동물병원 현황_20171117,토닥토닥,보건의료,부산광역시 동래구,부산광역시 강서구
586,부산광역시_동래구_동물병원 현황_20171129,부산광역시 연제구 동물병원현황_20170314,토닥토닥,보건의료,부산광역시 동래구,부산광역시 연제구
587,부산광역시_동래구_동물병원 현황_20171129,부산광역시 사상구_동물병원현황_20180319,토닥토닥,보건의료,부산광역시 동래구,부산광역시 사상구
588,부산광역시_동래구_동물병원 현황_20171129,부산광역시_기장군_동물병원 현황_20171123,토닥토닥,보건의료,부산광역시 동래구,부산광역시 기장군
